timestamp,index,detector,feature,value,expected_range,confidence,severity,technique,description,true_label
2023-06-22 01:00:00,4129,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8462.8,See rule definition,78,High,T0859 / T0855,Demand change of 479 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-22 03:00:00,4131,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8605.3,See rule definition,78,High,T0859 / T0855,Demand change of 317 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-22 04:00:00,4132,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9157.9,See rule definition,78,High,T0859 / T0855,Demand change of 553 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-23 02:00:00,4154,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8316.0,See rule definition,78,High,T0859 / T0855,Demand change of 490 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-23 04:00:00,4156,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8888.2,See rule definition,78,High,T0859 / T0855,Demand change of 505 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-24 02:00:00,4178,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8568.1,See rule definition,78,High,T0859 / T0855,Demand change of 461 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-24 04:00:00,4180,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8971.9,See rule definition,78,High,T0859 / T0855,Demand change of 495 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-24 12:00:00,4188,Isolation Forest,multi-feature,-0.5898,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5898. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-06-24 13:00:00,4189,Isolation Forest,multi-feature,-0.6007,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6007. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-06-24 14:00:00,4190,Isolation Forest,multi-feature,-0.5792,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5792. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-06-24 23:00:00,4199,Isolation Forest,multi-feature,-0.5784,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5784. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-06-25 03:00:00,4203,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8692.6,See rule definition,78,High,T0859 / T0855,Demand change of 304 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-25 04:00:00,4204,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9274.7,See rule definition,78,High,T0859 / T0855,Demand change of 582 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-25 06:00:00,4206,Isolation Forest,multi-feature,-0.5904,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5904. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-06-26 01:00:00,4225,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8773.1,See rule definition,78,High,T0859 / T0855,Demand change of 411 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-26 02:00:00,4226,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9204.4,See rule definition,78,High,T0859 / T0855,Demand change of 431 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-26 04:00:00,4228,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9592.6,See rule definition,78,High,T0859 / T0855,Demand change of 355 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-27 02:00:00,4250,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9114.3,See rule definition,78,High,T0859 / T0855,Demand change of 380 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-27 04:00:00,4252,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9607.5,See rule definition,78,High,T0859 / T0855,Demand change of 367 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-28 03:00:00,4275,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8939.4,See rule definition,78,High,T0859 / T0855,Demand change of 618 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-29 03:00:00,4299,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8470.7,See rule definition,78,High,T0859 / T0855,Demand change of 308 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-29 04:00:00,4300,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8897.4,See rule definition,78,High,T0859 / T0855,Demand change of 427 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-06-30 02:00:00,4322,Isolation Forest,multi-feature,-0.596,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5960. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-06-30 04:00:00,4324,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8663.4,See rule definition,78,High,T0859 / T0855,Demand change of 428 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-01 04:00:00,4348,Isolation Forest,multi-feature,-0.5846,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5846. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-02 03:00:00,4371,Isolation Forest,multi-feature,-0.6059,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6059. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-02 11:00:00,4379,Isolation Forest,multi-feature,-0.5891,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5891. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-03 02:00:00,4394,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9022.8,See rule definition,78,High,T0859 / T0855,Demand change of 436 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-03 04:00:00,4396,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9384.2,See rule definition,78,High,T0859 / T0855,Demand change of 463 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-04 01:00:00,4417,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8396.6,See rule definition,78,High,T0859 / T0855,Demand change of 340 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-04 02:00:00,4418,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8860.0,See rule definition,78,High,T0859 / T0855,Demand change of 463 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-04 04:00:00,4420,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9818.6,See rule definition,78,High,T0859 / T0855,Demand change of 1013 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-05 01:00:00,4441,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8560.9,See rule definition,78,High,T0859 / T0855,Demand change of 332 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-06 02:00:00,4466,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8493.0,See rule definition,78,High,T0859 / T0855,Demand change of 528 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-06 04:00:00,4468,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8992.8,See rule definition,78,High,T0859 / T0855,Demand change of 304 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-07 04:00:00,4492,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8693.1,See rule definition,78,High,T0859 / T0855,Demand change of 438 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-08 02:00:00,4514,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8213.1,See rule definition,78,High,T0859 / T0855,Demand change of 326 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-08 04:00:00,4516,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8849.9,See rule definition,78,High,T0859 / T0855,Demand change of 473 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-08 12:00:00,4524,Isolation Forest,multi-feature,-0.5952,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5952. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-09 03:00:00,4539,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9006.0,See rule definition,78,High,T0859 / T0855,Demand change of 478 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-09 22:00:00,4558,Isolation Forest,multi-feature,-0.5959,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5959. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-10 01:00:00,4561,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8987.6,See rule definition,78,High,T0859 / T0855,Demand change of 572 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-10 03:00:00,4563,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9200.2,See rule definition,78,High,T0859 / T0855,Demand change of 495 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-10 04:00:00,4564,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9683.7,See rule definition,78,High,T0859 / T0855,Demand change of 484 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-11 01:00:00,4585,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8956.0,See rule definition,78,High,T0859 / T0855,Demand change of 306 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-12 02:00:00,4610,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8691.4,See rule definition,78,High,T0859 / T0855,Demand change of 329 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-12 04:00:00,4612,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9569.2,See rule definition,78,High,T0859 / T0855,Demand change of 982 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-13 04:00:00,4636,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9058.8,See rule definition,78,High,T0859 / T0855,Demand change of 979 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-14 02:00:00,4658,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8178.0,See rule definition,78,High,T0859 / T0855,Demand change of 391 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-14 04:00:00,4660,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9055.8,See rule definition,78,High,T0859 / T0855,Demand change of 782 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-15 02:00:00,4682,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8498.7,See rule definition,78,High,T0859 / T0855,Demand change of 558 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-15 04:00:00,4684,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8727.1,See rule definition,78,High,T0859 / T0855,Demand change of 323 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-15 14:00:00,4694,Isolation Forest,multi-feature,-0.6255,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6255. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-15 15:00:00,4695,Isolation Forest,multi-feature,-0.5875,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5875. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-16 02:00:00,4706,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8808.0,See rule definition,78,High,T0859 / T0855,Demand change of 471 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-16 04:00:00,4708,Isolation Forest,multi-feature,-0.5782,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5782. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-16 07:00:00,4711,Isolation Forest,multi-feature,-0.6004,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6004. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-17 03:00:00,4731,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9138.0,See rule definition,78,High,T0859 / T0855,Demand change of 499 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-18 03:00:00,4755,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9236.3,See rule definition,78,High,T0859 / T0855,Demand change of 431 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-19 04:00:00,4780,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9343.6,See rule definition,78,High,T0859 / T0855,Demand change of 981 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-20 03:00:00,4803,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8459.6,See rule definition,78,High,T0859 / T0855,Demand change of 397 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-20 04:00:00,4804,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8899.8,See rule definition,78,High,T0859 / T0855,Demand change of 440 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-21 03:00:00,4827,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8542.8,See rule definition,78,High,T0859 / T0855,Demand change of 412 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-21 04:00:00,4828,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8936.6,See rule definition,78,High,T0859 / T0855,Demand change of 394 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-22 02:00:00,4850,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7741.7,See rule definition,78,High,T0859 / T0855,Demand change of 369 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-22 03:00:00,4851,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8969.3,See rule definition,78,High,T0859 / T0855,Demand change of 1228 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-22 08:00:00,4856,Isolation Forest,multi-feature,-0.5757,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5757. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-23 00:00:00,4872,Isolation Forest,multi-feature,-0.5778,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5778. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-07-23 01:00:00,4873,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8381.1,See rule definition,78,High,T0859 / T0855,Demand change of 342 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-23 04:00:00,4876,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8980.8,See rule definition,78,High,T0859 / T0855,Demand change of 329 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-24 02:00:00,4898,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8951.5,See rule definition,78,High,T0859 / T0855,Demand change of 511 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-25 03:00:00,4923,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9414.4,See rule definition,78,High,T0859 / T0855,Demand change of 430 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-26 04:00:00,4948,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9199.4,See rule definition,78,High,T0859 / T0855,Demand change of 529 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-27 01:00:00,4969,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8383.2,See rule definition,78,High,T0859 / T0855,Demand change of 362 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-28 03:00:00,4995,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8363.5,See rule definition,78,High,T0859 / T0855,Demand change of 393 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-28 04:00:00,4996,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8871.6,See rule definition,78,High,T0859 / T0855,Demand change of 508 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-29 01:00:00,5017,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8364.2,See rule definition,78,High,T0859 / T0855,Demand change of 817 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-29 03:00:00,5019,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8554.1,See rule definition,78,High,T0859 / T0855,Demand change of 340 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-29 04:00:00,5020,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8855.4,See rule definition,78,High,T0859 / T0855,Demand change of 301 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-30 01:00:00,5041,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8005.5,See rule definition,78,High,T0859 / T0855,Demand change of 318 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-30 02:00:00,5042,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8474.0,See rule definition,78,High,T0859 / T0855,Demand change of 468 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-30 04:00:00,5044,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9341.9,See rule definition,78,High,T0859 / T0855,Demand change of 683 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-07-31 03:00:00,5067,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9383.9,See rule definition,78,High,T0859 / T0855,Demand change of 578 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-01 03:00:00,5091,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9001.4,See rule definition,78,High,T0859 / T0855,Demand change of 482 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-02 02:00:00,5114,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8581.9,See rule definition,78,High,T0859 / T0855,Demand change of 394 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-02 03:00:00,5115,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8971.3,See rule definition,78,High,T0859 / T0855,Demand change of 389 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-02 04:00:00,5116,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9537.4,See rule definition,78,High,T0859 / T0855,Demand change of 566 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-03 04:00:00,5140,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8784.4,See rule definition,78,High,T0859 / T0855,Demand change of 375 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-04 01:00:00,5161,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7503.2,See rule definition,78,High,T0859 / T0855,Demand change of 365 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-04 02:00:00,5162,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8037.1,See rule definition,78,High,T0859 / T0855,Demand change of 534 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-04 03:00:00,5163,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8340.4,See rule definition,78,High,T0859 / T0855,Demand change of 303 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-04 04:00:00,5164,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8851.8,See rule definition,78,High,T0859 / T0855,Demand change of 511 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-05 01:00:00,5185,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,7609.0,See rule definition,78,High,T0859 / T0855,Demand change of 469 MW at 01:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-05 02:00:00,5186,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8084.0,See rule definition,78,High,T0859 / T0855,Demand change of 475 MW at 02:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-05 03:00:00,5187,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,8485.1,See rule definition,78,High,T0859 / T0855,Demand change of 401 MW at 03:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-05 16:00:00,5200,Isolation Forest,multi-feature,-0.6018,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.6018. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-08-05 22:00:00,5206,Isolation Forest,multi-feature,-0.5757,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5757. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
2023-08-06 04:00:00,5212,OT Rule: OFFHOURS_DEMAND_CHANGE,OFFHOURS_DEMAND_CHANGE,9124.4,See rule definition,78,High,T0859 / T0855,Demand change of 550 MW at 04:00 (off-peak hours). Natural load variation at this hour typically <150 MW. Possible unauthorised operator access.,Normal
2023-08-06 08:00:00,5216,Isolation Forest,multi-feature,-0.5789,IF score > -0.1 (normal),90,High,Unknown — multi-feature deviation,"Multi-dimensional anomaly: IF anomaly score -0.5789. Combination of demand, frequency, power factor, and time features is statistically unusual.",Normal
